Player,Year,School,G,YPG,TDPG,Team Yards,Team TDs,DR,MSY,MSTD,Type
Tre Watson,2015,California,10,60,0.4,528.8,4.6,10.02,11.35,8.7,Rushing
Trevone Boykin,2015,Texas Christian,11,55.64,0.82,562.8,5,13.14,9.89,16.4,Rushing
Tyler Bell,2015,Wake Forest,12,48.17,0.08,333.9,2.1,9.12,14.43,3.81,Rushing
Tyler Ervin,2015,San Jose State,13,148.85,1.15,404.6,3.4,35.31,36.79,33.82,Rushing
Tyler Jones,2015,Texas State,12,49.42,0.83,418.3,3.1,19.29,11.81,26.77,Rushing
Tyler Rouse,2015,Boston College,12,48,0.58,275.6,2.1,22.52,17.42,27.62,Rushing
Tyreis Thomas,2015,South Alabama,11,52.45,0.18,360.3,2.8,10.49,14.56,6.43,Rushing
Vic Enwere,2015,California,11,48.73,0.73,528.8,4.6,12.54,9.22,15.87,Rushing
Warren Wand,2015,Arkansas State,13,64.77,0.38,439.2,4.5,11.6,14.75,8.44,Rushing
Wayne Gallman,2015,Clemson,14,124.29,1,514.5,4.6,22.95,24.16,21.74,Rushing
Wendell Smallwood,2015,West Virginia,13,129.15,0.69,479.7,3.9,22.31,26.92,17.69,Rushing
Wesley Fields,2015,Georgia Southern,13,60.54,0.62,425.9,4.5,14,14.21,13.78,Rushing
Xavier Johnson,2015,South Alabama,12,86.5,0.67,360.3,2.8,23.97,24.01,23.93,Rushing
Xavier Jones,2015,Southern Methodist,12,70.92,0.83,382.8,3.5,21.12,18.53,23.71,Rushing
Xzaviar Campbell,2015,UNLV,12,39.75,0.5,404.7,3.4,12.26,9.82,14.71,Rushing
Zack Langer,2015,Tulsa,11,76.18,1.64,507.4,4.4,26.14,15.01,37.27,Rushing
Tyler Johnson,2017,Minnesota,10,67.7,0.7,126.1,0.8,70.59,53.69,87.5,Receiving
Ricky Jeune,2017,Georgia Tech,11,49.55,0.55,84.3,0.9,59.94,58.78,61.11,Receiving
D.J. Moore,2017,Maryland,12,86.08,0.67,161.7,1.3,52.39,53.23,51.54,Receiving
John Ursua,2017,Hawaii,6,111.17,0.83,234.5,1.6,49.64,47.41,51.88,Receiving
Justin Hobbs,2017,Tulsa,11,75.45,0.27,173.1,0.5,48.79,43.59,54,Receiving
Anthony Johnson,2017,Buffalo,12,113,1.17,290.8,2,48.68,38.86,58.5,Receiving
JJ Arcega-Whiteside,2017,Stanford,11,71,0.82,186.3,1.6,44.68,38.11,51.25,Receiving
Melvin Vaughn,2017,Old Dominion,8,44.25,0.5,168.4,0.8,44.39,26.28,62.5,Receiving
Thomas Owens,2017,Florida International,9,98.56,0.67,233.2,1.5,43.47,42.26,44.67,Receiving
Korey Robertson,2017,Southern Mississippi,13,85.08,0.92,240.1,1.8,43.27,35.44,51.11,Receiving
Penny Hart,2017,Georgia State,12,93.42,0.67,270.7,1.3,43.02,34.51,51.54,Receiving
James Gardner,2017,Miami (OH),11,84.27,1,237.7,2,42.73,35.45,50,Receiving
Stanley Morgan Jr.,2017,Nebraska,11,89.64,0.91,277.5,1.8,41.43,32.3,50.56,Receiving
Jordan Lasley,2017,UCLA,9,140.44,1,344.5,2.4,41.22,40.77,41.67,Receiving
Malcolm Williams,2017,Coastal Carolina,11,72.09,0.64,189.1,1.5,40.39,38.12,42.67,Receiving
David Sills,2017,West Virginia,12,81.67,1.5,309.3,2.8,39.99,26.4,53.57,Receiving
Anthony Miller,2017,Memphis,13,112.46,1.38,335,3,39.79,33.57,46,Receiving
Steven Sims Jr.,2017,Kansas,11,76.27,0.55,226.4,1.2,39.76,33.69,45.83,Receiving
Diontae Johnson,2017,Toledo,14,91.29,0.93,279.9,2,39.56,32.62,46.5,Receiving
Marquez Callaway,2017,Tennessee,10,40.6,0.5,173.7,0.9,39.46,23.37,55.56,Receiving
Cody Thompson,2017,Toledo,5,107.4,0.8,279.9,2,39.19,38.37,40,Receiving
Greg Dortch,2017,Wake Forest,8,90.25,1.13,276.8,2.5,38.9,32.6,45.2,Receiving
Hergy Mayala,2017,Connecticut,9,68.33,0.78,269.2,1.5,38.69,25.38,52,Receiving
Corey Willis,2017,Central Michigan,9,74.33,1,255.7,2.1,38.34,29.07,47.62,Receiving
Byron Pringle,2017,Kansas State,12,60.33,0.5,173.8,1.2,38.19,34.71,41.67,Receiving
Alfonso Onunwor,2017,Idaho,11,77.82,0.73,224.9,1.8,37.58,34.6,40.56,Receiving
Auden Tate,2017,Florida State,12,45.67,0.83,196.2,1.6,37.58,23.28,51.88,Receiving
Tyre Brady,2017,Marshall,11,85.64,0.73,239.6,1.9,37.08,35.74,38.42,Receiving
Felton Davis III,2017,Michigan State,13,59.69,0.69,215.2,1.5,36.95,27.74,46.15,Receiving
Jay Griffin IV,2017,New Mexico,12,32.75,0.33,124.1,0.7,36.77,26.39,47.14,Receiving
Christian Kirk,2017,Texas A&M,13,70.69,0.77,251.2,1.7,36.72,28.14,45.29,Receiving
Teddy Veal,2017,Louisiana Tech,13,73.08,0.54,230.5,1.3,36.62,31.7,41.54,Receiving
N'Keal Harry,2017,Arizona State,13,87.85,0.62,255.7,1.6,36.55,34.36,38.75,Receiving
Steve Ishmael,2017,Syracuse,12,112.25,0.58,294.8,1.7,36.1,38.08,34.12,Receiving
A.J. Brown,2017,Ole Miss,12,104.33,0.92,328.4,2.3,35.81,31.77,39.86,Receiving
Darren Andrews,2017,UCLA,9,85.89,1.11,344.5,2.4,35.59,24.93,46.25,Receiving
KeeSean Johnson,2017,Fresno State,14,72.36,0.57,237.9,1.4,35.57,30.42,40.71,Receiving
Terren Encalade,2017,Tulane,12,60.83,0.33,160,1,35.51,38.02,33,Receiving
Sergio Bailey,2017,Eastern Michigan,12,73.17,0.75,257.3,1.8,35.05,28.44,41.67,Receiving
Darnell Mooney,2017,Tulane,11,54.45,0.36,160,1,35.02,34.03,36,Receiving
Cam Phillips,2017,Virginia Tech,12,80.33,0.58,239.5,1.6,34.9,33.54,36.25,Receiving
Trey Quinn,2017,SMU,13,95.08,1,294.1,2.7,34.68,32.33,37.04,Receiving
Kwadarrius Smith,2017,Akron,11,66,0.64,210.6,1.7,34.49,31.34,37.65,Receiving
Darren Carrington,2017,Utah,12,81.67,0.5,249.4,1.4,34.23,32.75,35.71,Receiving
Cedric Wilson,2017,Boise State,14,107.93,0.5,262.6,1.9,33.71,41.1,26.32,Receiving
Andre Wilson,2017,UAB,13,52.08,0.46,180.5,1.2,33.59,28.85,38.33,Receiving
Denzel Mims,2017,Baylor,12,90.58,0.67,287.7,1.9,33.37,31.48,35.26,Receiving
Keishawn Watson,2017,Western Michigan,10,37.4,0.7,164.8,1.6,33.22,22.69,43.75,Receiving
C.J. Johnson,2017,Wyoming,12,44.25,0.58,177.2,1.4,33.2,24.97,41.43,Receiving
James Washington,2017,Oklahoma State,13,119.15,1,389.2,2.8,33.16,30.61,35.71,Receiving
Andy Isabella,2017,Massachusetts,12,85,0.83,297.5,2.2,33.15,28.57,37.73,Receiving
Linell Bonner,2017,Houston,11,80.82,0.45,261.3,1.3,32.77,30.93,34.62,Receiving
Justin Hall,2017,Ball State,12,66.75,0.25,177.2,0.9,32.72,37.67,27.78,Receiving
Jester Weah,2017,Pitt,11,63.45,0.36,217.7,1,32.57,29.15,36,Receiving
Wyatt Demps,2017,Nevada,12,75.67,0.92,270.4,2.5,32.39,27.98,36.8,Receiving
Teo Redding,2017,Bowling Green State,11,56.73,0.73,235,1.8,32.35,24.14,40.56,Receiving
Jaylen Smith,2017,Louisville,10,98,0.7,299.8,2.2,32.25,32.69,31.82,Receiving
Devonte Boyd,2017,UNLV,11,55.64,0.27,186.9,0.8,31.76,29.77,33.75,Receiving
Allen Lazard,2017,Iowa State,13,72.38,0.77,272.9,2.1,31.59,26.52,36.67,Receiving
Courtland Sutton,2017,SMU,13,83.46,0.92,294.1,2.7,31.23,28.38,34.07,Receiving
Dante Pettis,2017,Washington,13,58.54,0.54,222.2,1.5,31.17,26.35,36,Receiving
Michael Gallup,2017,Colorado State,13,109.08,0.54,292.6,2.2,30.91,37.28,24.55,Receiving
Tre'Quan Smith,2017,UCF,13,90.08,1,331.8,2.9,30.82,27.15,34.48,Receiving
Keke Coutee,2017,Texas Tech,13,109.92,0.77,333.7,2.7,30.73,32.94,28.52,Receiving
Ron'Quavion Tarver,2017,Utah State,13,43.77,0.54,226,1.3,30.45,19.37,41.54,Receiving
Taivon Jacobs,2017,Maryland,12,46.08,0.42,161.7,1.3,30.4,28.5,32.31,Receiving
Jaleel Scott,2017,New Mexico State,12,89.92,0.75,340.2,2.2,30.26,26.43,34.09,Receiving
Javon Wims,2017,Georgia,14,51.43,0.5,176.9,1.6,30.16,29.07,31.25,Receiving
Noah Fant,2017,Iowa,13,38,0.85,189.8,2.1,30.16,20.02,40.29,Receiving
Deontay Burnett,2017,USC,14,79.57,0.64,299,1.9,30.15,26.61,33.68,Receiving
Kahlil Lewis,2017,Cincinnati,12,56.33,0.58,216.4,1.7,30.07,26.03,34.12,Receiving
Quintez Cephus,2017,Wisconsin,10,50.1,0.6,192.1,1.8,29.71,26.08,33.33,Receiving
Papi White,2017,Ohio,9,70.11,0.33,188.5,1.5,29.6,37.19,22,Receiving
Willie Wright,2017,Florida Atlantic,12,54.75,0.5,213.1,1.5,29.51,25.69,33.33,Receiving
Keith Kirkwood,2017,Temple,12,55.92,0.58,251.8,1.6,29.23,22.21,36.25,Receiving
Simmie Cobbs,2017,Indiana,12,70.08,0.67,265.7,2.1,29.14,26.38,31.9,Receiving
Deon Cain,2017,Clemson,14,52.43,0.43,235.5,1.2,29.05,22.26,35.83,Receiving
Ka'Raun White,2017,West Virginia,13,77.23,0.92,309.3,2.8,28.91,24.97,32.86,Receiving
Trent Bostick,2017,Charlotte,11,32.45,0.27,136.9,0.8,28.73,23.7,33.75,Receiving
Jake Roh,2017,Boise State,11,37.27,0.82,262.6,1.9,28.68,14.19,43.16,Receiving
RJ Turner,2017,Louisiana-Monroe,10,69.3,0.6,288.8,1.8,28.66,24,33.33,Receiving
Kyle Williams,2017,Arizona State,13,58.69,0.54,255.7,1.6,28.35,22.95,33.75,Receiving
Terry Godwin,2017,Georgia,13,49.15,0.46,176.9,1.6,28.27,27.78,28.75,Receiving
Richie James,2017,Middle Tennessee State,5,58,0.6,251.1,1.8,28.22,23.1,33.33,Receiving
Adonis Jennings,2017,Temple,13,57.08,0.54,251.8,1.6,28.21,22.67,33.75,Receiving
Ryan Yurachek,2017,Marshall,13,37.69,0.77,239.6,1.9,28.13,15.73,40.53,Receiving
Kerry Thomas,2017,UTSA,9,50.33,0.44,202.8,1.4,28.12,24.82,31.43,Receiving
Braxton Berrios,2017,Miami (FL),13,52.23,0.69,242.5,2,28.02,21.54,34.5,Receiving
Brandon Presley,2017,UNLV,12,46,0.25,186.9,0.8,27.93,24.61,31.25,Receiving
Tyree McCants,2017,South Florida,11,62.36,0.64,248.9,2.1,27.77,25.05,30.48,Receiving
Bryan Edwards,2017,South Carolina,13,61,0.38,214.9,1.4,27.76,28.39,27.14,Receiving
Shun Brown,2017,Arizona,13,44.08,0.46,180.2,1.5,27.56,24.46,30.67,Receiving
Micah Holder,2017,San Diego State,11,54.73,0.18,147.7,1,27.53,37.05,18,Receiving
Darius Slayton,2017,Auburn,11,58.45,0.45,233.4,1.5,27.52,25.04,30,Receiving
Chris Jones,2017,Coastal Carolina,10,53.6,0.4,189.1,1.5,27.51,28.34,26.67,Receiving
Jalen Guyton,2017,North Texas,12,64.58,0.75,291.9,2.3,27.37,22.12,32.61,Receiving
Anthony Mahoungou,2017,Purdue,12,57.33,0.67,251.5,2.1,27.35,22.8,31.9,Receiving
Tyler Conklin,2017,Central Michigan,8,63,0.63,255.7,2.1,27.32,24.64,30,Receiving
Louis Dorsey,2017,Illinois,12,32.92,0.25,174.8,0.7,27.27,18.83,35.71,Receiving
Trevon Brown,2017,East Carolina,12,89.08,0.58,317.9,2.2,27.19,28.02,26.36,Receiving
Jokobi Meyers,2017,North Carolina State,12,60.58,0.42,275.1,1.3,27.16,22.02,32.31,Receiving
Vic Wharton,2017,California,12,72.58,0.42,258.9,1.6,27.14,28.03,26.25,Receiving
Ike Lewis,2017,Appalachian State,13,56.38,0.62,216.2,2.2,27.13,26.08,28.18,Receiving
Elijah King,2017,Texas State,11,68.18,0.27,205.7,1.3,26.96,33.15,20.77,Receiving
Jonathan Nance,2017,Arkansas,11,49,0.45,205.4,1.5,26.93,23.86,30,Receiving
Calvin Ridley,2017,Alabama,14,69.07,0.36,193.4,2,26.86,35.71,18,Receiving
Andre Levrone,2017,Virginia,12,57.42,0.58,248.7,1.9,26.81,23.09,30.53,Receiving
Steven Dunbar,2017,Houston,12,89.17,0.25,261.3,1.3,26.68,34.13,19.23,Receiving
Marquez Valdes-Scantling,2017,South Florida,12,73.25,0.5,248.9,2.1,26.62,29.43,23.81,Receiving
Tommy Sweeney,2017,Boston College,12,42.67,0.33,166.3,1.2,26.58,25.66,27.5,Receiving
Brendan Cope,2017,Ohio,10,49.4,0.4,188.5,1.5,26.44,26.21,26.67,Receiving
Harrison Bryant,2017,Florida Atlantic,10,40.8,0.5,213.1,1.5,26.24,19.15,33.33,Receiving
Damion Ratley,2017,Texas A&M,12,57.83,0.5,251.2,1.7,26.22,23.02,29.41,Receiving
Kelvin Harmon,2017,North Carolina State,13,78.23,0.31,275.1,1.3,26.14,28.44,23.85,Receiving
Ricky Smalling,2017,Illinois,11,46.36,0.18,174.8,0.7,26.12,26.52,25.71,Receiving
Austin Wolf,2017,Akron,10,47.6,0.5,210.6,1.7,26.01,22.6,29.41,Receiving
Keenen Johnson,2017,Tulsa,10,53.9,0.1,173.1,0.5,25.57,31.14,20,Receiving
Anthony Ratliff-Williams,2017,North Carolina,12,52.5,0.5,225.3,1.8,25.54,23.3,27.78,Receiving
Cam Serigne,2017,Wake Forest,11,50.55,0.82,276.8,2.5,25.53,18.26,32.8,Receiving
Tony Ellison,2017,Arizona,13,46,0.38,180.2,1.5,25.43,25.53,25.33,Receiving
D.J. Chark,2017,LSU,13,67.23,0.23,203.5,1.3,25.36,33.04,17.69,Receiving
Brandon Powell,2017,Florida,11,36.91,0.27,179.5,0.9,25.28,20.56,30,Receiving
Noah Togiai,2017,Oregon State,9,51.22,0.22,196.3,0.9,25.27,26.09,24.44,Receiving
Dillon Mitchell,2017,Oregon,11,47,0.36,189.9,1.4,25.23,24.75,25.71,Receiving
Ben Skowronek,2017,Northwestern,13,49.54,0.38,233.8,1.3,25.21,21.19,29.23,Receiving
Ty Lee,2017,Middle Tennessee State,13,73.46,0.38,251.1,1.8,25.18,29.26,21.11,Receiving
Sean McKeon,2017,Michigan,12,25.08,0.25,171.2,0.7,25.18,14.65,35.71,Receiving
Davon Grayson,2017,East Carolina,11,80.55,0.55,317.9,2.2,25.17,25.34,25,Receiving
DaeSean Hamilton,2017,Penn State,13,65.92,0.69,290.2,2.5,25.16,22.72,27.6,Receiving
Kanawai Noa,2017,California,11,71.64,0.36,258.9,1.6,25.09,27.67,22.5,Receiving
Emanuel Hall,2017,Missouri,10,81.7,0.8,308.6,3.4,25,26.47,23.53,Receiving
Kalija Lipscomb,2017,Vanderbilt,12,50.83,0.67,243.6,2.3,25,20.87,29.13,Receiving
Jamarius Way,2017,South Alabama,11,69.27,0.27,237.1,1.3,24.99,29.22,20.77,Receiving
Tavares Martin Jr,2017,Washington State,11,75.55,0.82,366.8,2.8,24.94,20.6,29.29,Receiving
J'Mon Moore,2017,Missouri,13,83.23,0.77,308.6,3.4,24.81,26.97,22.65,Receiving
Dez Fitzpatrick,2017,Louisville,13,53.77,0.69,299.8,2.2,24.7,17.94,31.47,Receiving
Ryan Davis,2017,Auburn,14,58.21,0.36,233.4,1.5,24.47,24.94,24,Receiving
Thomas Hennigan,2017,Appalachian State,12,48.75,0.58,216.2,2.2,24.46,22.55,26.36,Receiving
Bryce Bobo,2017,Colorado,12,57.75,0.42,260.4,1.6,24.21,22.18,26.25,Receiving
Isaiah Zuber,2017,Kansas State,13,39.23,0.31,173.8,1.2,24.2,22.57,25.83,Receiving
Nolan Givan,2017,Ball State,11,14.45,0.36,177.2,0.9,24.08,8.15,40,Receiving
Olamide Zaccheaus,2017,Virginia,13,68.85,0.38,248.7,1.9,23.84,27.68,20,Receiving
Ahmmon Richards,2017,Miami (FL),7,62.71,0.43,242.5,2,23.65,25.86,21.43,Receiving
Dylan Collie,2017,Hawaii,11,57.82,0.36,234.5,1.6,23.58,24.66,22.5,Receiving
Jordan Veasy,2017,California,12,40.92,0.5,258.9,1.6,23.53,15.81,31.25,Receiving
Marcus Green,2017,Louisiana-Monroe,12,67.67,0.42,288.8,1.8,23.38,23.43,23.33,Receiving
Shane Wimann,2017,Northern Illinois,11,25.73,0.64,199.9,1.9,23.28,12.87,33.68,Receiving
Timmy Hernandez,2017,Oregon State,11,32.45,0.27,196.3,0.9,23.27,16.53,30,Receiving
Kendal Keys,2017,UNLV,11,23.64,0.27,186.9,0.8,23.2,12.65,33.75,Receiving
Malik Stanley,2017,South Alabama,8,40.5,0.38,237.1,1.3,23.16,17.08,29.23,Receiving
Nyqwan Murray,2017,Florida State,12,50.33,0.33,196.2,1.6,23.14,25.65,20.63,Receiving
Equanimeous St. Brown,2017,Notre Dame,12,42.92,0.33,178.9,1.5,23,23.99,22,Receiving
Justin Rankin,2017,Kent State,12,25.92,0.17,122.7,0.7,22.71,21.12,24.29,Receiving
Hakeem Butler,2017,Iowa State,13,53.62,0.54,272.9,2.1,22.68,19.65,25.71,Receiving
Jalen Reagor,2017,Texas Christian,14,41.14,0.57,245.1,2,22.64,16.78,28.5,Receiving
Garrett Johnson,2017,Kentucky,12,44.92,0.17,188.2,0.8,22.56,23.87,21.25,Receiving
Tyrie Cleveland,2017,Florida,10,41,0.2,179.5,0.9,22.53,22.84,22.22,Receiving
Marcell Ateman,2017,Oklahoma State,13,88.92,0.62,389.2,2.8,22.49,22.85,22.14,Receiving
Ervin Phillips,2017,Syracuse,12,75.33,0.33,294.8,1.7,22.48,25.55,19.41,Receiving
Deon Yelder,2017,Western Kentucky,12,57.33,0.58,335,2.1,22.37,17.11,27.62,Receiving
Cody White,2017,Michigan State,11,44.55,0.36,215.2,1.5,22.35,20.7,24,Receiving
Mark Chapman,2017,Central Michigan,13,67.31,0.38,255.7,2.1,22.21,26.32,18.1,Receiving
Darnell Salomon,2017,South Florida,10,51.2,0.5,248.9,2.1,22.19,20.57,23.81,Receiving
McLane Mannix,2017,Nevada,12,64.83,0.5,270.4,2.5,21.99,23.98,20,Receiving
Scott Miller,2017,Bowling Green State,12,60.17,0.33,235,1.8,21.97,25.6,18.33,Receiving
David Ungerer,2017,Idaho,12,36,0.5,224.9,1.8,21.89,16.01,27.78,Receiving
Tabari Hines,2017,Wake Forest,12,56.92,0.58,276.8,2.5,21.88,20.56,23.2,Receiving
Garrett Dickerson,2017,Northwestern,11,37.27,0.36,233.8,1.3,21.82,15.94,27.69,Receiving
Matt Bushman,2017,Brigham Young,13,40,0.23,194.6,1,21.78,20.55,23,Receiving
Armanti Foreman,2017,Texas,9,31.11,0.44,258.8,1.4,21.72,12.02,31.43,Receiving
Taysir Mack,2017,Indiana,6,51.67,0.5,265.7,2.1,21.63,19.45,23.81,Receiving
Trent Sherfield,2017,Vanderbilt,12,60.75,0.42,243.6,2.3,21.6,24.94,18.26,Receiving
DeMarkus Lodge,2017,Ole Miss,12,58.17,0.58,328.4,2.3,21.47,17.71,25.22,Receiving
Ethan Wolf,2017,Tennessee,11,22.36,0.27,173.7,0.9,21.44,12.87,30,Receiving
Steven Mitchell,2017,USC,10,64.4,0.4,299,1.9,21.3,21.54,21.05,Receiving
Mike Gesicki,2017,Penn State,13,43.31,0.69,290.2,2.5,21.26,14.92,27.6,Receiving
Josh Stewart,2017,UTSA,11,47.09,0.27,202.8,1.4,21.25,23.22,19.29,Receiving
Aleva Hifo,2017,Brigham Young,10,43.7,0.2,194.6,1,21.23,22.46,20,Receiving
Ian Thomas,2017,Indiana,9,41.78,0.56,265.7,2.1,21.2,15.72,26.67,Receiving
Troy Fumagalli,2017,Wisconsin,12,45.58,0.33,192.1,1.8,21.03,23.73,18.33,Receiving
Demornay Pierson-El,2017,Nebraska,12,51.92,0.42,277.5,1.8,21.02,18.71,23.33,Receiving
James Proche,2017,SMU,12,68,0.5,294.1,2.7,20.82,23.12,18.52,Receiving
D.K. Metcalf,2017,Ole Miss,12,53.83,0.58,328.4,2.3,20.8,16.39,25.22,Receiving
Micah Simon,2017,Brigham Young,12,32.17,0.25,194.6,1,20.77,16.53,25,Receiving
Mike Dudek,2017,Illinois,7,37.43,0.14,174.8,0.7,20.71,21.41,20,Receiving
Deondre Douglas,2017,Troy,12,52.33,0.33,269.6,1.5,20.71,19.41,22,Receiving
Rico Bussey Jr.,2017,North Texas,13,52.08,0.54,291.9,2.3,20.66,17.84,23.48,Receiving
Raelon Singleton,2017,Utah,12,44.25,0.33,249.4,1.4,20.66,17.74,23.57,Receiving
D'Wayne Eskridge,2017,Western Michigan,12,42.17,0.25,164.8,1.6,20.61,25.59,15.63,Receiving
Workpeh Kofa,2017,Charlotte,9,37.56,0.11,136.9,0.8,20.59,27.44,13.75,Receiving
T.J. Rahming,2017,Duke,13,61.15,0.15,213.4,1.2,20.58,28.66,12.5,Receiving
Tyler Vaughns,2017,USC,13,62.23,0.38,299,1.9,20.41,20.81,20,Receiving
Detrich Clark,2017,Colorado State,11,45.82,0.55,292.6,2.2,20.33,15.66,25,Receiving
Rhashid Bonnette,2017,Louisiana Tech,10,58.2,0.2,230.5,1.3,20.32,25.25,15.38,Receiving
Shay Fields,2017,Colorado,12,51.92,0.33,260.4,1.6,20.28,19.94,20.63,Receiving
Dredrick Snelson,2017,UCF,12,57.92,0.67,331.8,2.9,20.28,17.46,23.1,Receiving
Donnie Ernsberger,2017,Western Michigan,12,32.83,0.33,164.8,1.6,20.27,19.92,20.63,Receiving
Chris Murray,2017,Arkansas State,12,58.42,0.75,342.2,3.2,20.25,17.07,23.44,Receiving
Jaylen Samuels,2017,North Carolina State,13,45.62,0.31,275.1,1.3,20.21,16.58,23.85,Receiving
John Niupalau,2017,Eastern Michigan,9,40.89,0.44,257.3,1.8,20.17,15.89,24.44,Receiving
Austin Conway,2017,Wyoming,13,42.23,0.23,177.2,1.4,20.13,23.83,16.43,Receiving
Rafael Araujo-Lopes,2017,Pitt,11,48.27,0.18,217.7,1,20.09,22.17,18,Receiving
Doni Dowling,2017,Virginia,13,49.77,0.38,248.7,1.9,20.01,20.01,20,Receiving
Isaiah Wright,2017,Temple,13,51.38,0.31,251.8,1.6,19.89,20.41,19.38,Receiving
Adam Breneman,2017,Massachusetts,11,69.45,0.36,297.5,2.2,19.85,23.34,16.36,Receiving
Brian Williams,2017,Louisiana-Monroe,11,56.91,0.36,288.8,1.8,19.85,19.71,20,Receiving
Marquise Brown,2017,Oklahoma,13,84.23,0.54,361.8,3.4,19.58,23.28,15.88,Receiving
Ryan Smith,2017,Miami (OH),10,45.4,0.4,237.7,2,19.55,19.1,20,Receiving
Turner Smiley,2017,North Texas,11,56.64,0.45,291.9,2.3,19.48,19.4,19.57,Receiving
Brandon Johnson,2017,Tennessee,10,48.2,0.1,173.7,0.9,19.43,27.75,11.11,Receiving
Brendan O'Leary-Orange,2017,Nevada,10,61.8,0.4,270.4,2.5,19.43,22.86,16,Receiving
Dylan Cantrell,2017,Texas Tech,13,62.77,0.54,333.7,2.7,19.41,18.81,20,Receiving
Kaden Smith,2017,Stanford,14,29.57,0.36,186.3,1.6,19.1,15.87,22.32,Receiving
Jon'Vea Johnson,2017,Toledo,13,53,0.38,279.9,2,18.97,18.94,19,Receiving
A.J. Taylor,2017,Wisconsin,14,33.93,0.36,192.1,1.8,18.83,17.66,20,Receiving
JD Spielman,2017,Nebraska,11,75.45,0.18,277.5,1.8,18.59,27.19,10,Receiving
Jerome Washington,2017,Rutgers,11,25.64,0.09,115.6,0.6,18.59,22.18,15,Receiving
Caleb Wilson,2017,UCLA,5,98,0.2,344.5,2.4,18.39,28.45,8.33,Receiving
Cameron Echols-Luper,2017,Western Kentucky,9,52.56,0.44,335,2.1,18.32,15.69,20.95,Receiving
Spencer Tears,2017,Northern Illinois,13,40.62,0.31,199.9,1.9,18.32,20.32,16.32,Receiving
Stephen Louis,2017,North Carolina State,10,58.3,0.2,275.1,1.3,18.29,21.19,15.38,Receiving
Sean Savoy,2017,Virginia Tech,12,37.83,0.33,239.5,1.6,18.21,15.8,20.63,Receiving
Trey Hartley,2017,San Jose State,12,43.92,0.17,198,1.2,18.17,22.18,14.17,Receiving
Nick Easley,2017,Iowa,13,40.77,0.31,189.8,2.1,18.12,21.48,14.76,Receiving
Allen Staggers,2017,Southern Mississippi,13,36.23,0.38,240.1,1.8,18.1,15.09,21.11,Receiving
Antoine Porter,2017,Eastern Michigan,12,45.67,0.33,257.3,1.8,18.04,17.75,18.33,Receiving
C.J. Duncan,2017,Vanderbilt,12,43.08,0.42,243.6,2.3,17.97,17.68,18.26,Receiving
Deon Stewart,2017,Arkansas,11,36.73,0.27,205.4,1.5,17.94,17.88,18,Receiving
Christopher Herndon IV,2017,Miami (FL),11,43.36,0.36,242.5,2,17.94,17.88,18,Receiving
Damion Willis,2017,Troy,12,51.67,0.25,269.6,1.5,17.92,19.17,16.67,Receiving
Hunter Renfrow,2017,Clemson,14,43,0.21,235.5,1.2,17.88,18.26,17.5,Receiving
Willie Johnson,2017,Marshall,11,40.27,0.36,239.6,1.9,17.88,16.81,18.95,Receiving
Sam Harris,2017,South Alabama,11,51.82,0.18,237.1,1.3,17.85,21.86,13.85,Receiving
Mark Andrews,2017,Oklahoma,14,68.43,0.57,361.8,3.4,17.84,18.91,16.76,Receiving
Marchie Murdock,2017,Iowa State,12,42.75,0.42,272.9,2.1,17.83,15.67,20,Receiving
Grant Perry,2017,Michigan,9,34.11,0.11,171.2,0.7,17.82,19.92,15.71,Receiving
Zach Gentry,2017,Michigan,13,23.31,0.15,171.2,0.7,17.8,13.61,21.98,Receiving
Kobay White,2017,Boston College,12,35.25,0.17,166.3,1.2,17.68,21.2,14.17,Receiving
Marcel Williams,2017,Marshall,9,56.89,0.22,239.6,1.9,17.66,23.74,11.58,Receiving
Shaun Wilson,2017,Duke,13,20.23,0.31,213.4,1.2,17.66,9.48,25.83,Receiving
Albert Okwuegbunam,2017,Missouri,13,31.92,0.85,308.6,3.4,17.62,10.34,24.89,Receiving
JaQuan Blackwell,2017,San Jose State,11,39.73,0.18,198,1.2,17.53,20.07,15,Receiving
Chase Harrell,2017,Kansas,10,22.1,0.3,226.4,1.2,17.38,9.76,25,Receiving
Jamire Jordan,2017,Fresno State,13,43.23,0.23,237.9,1.4,17.3,18.17,16.43,Receiving
Mark Quattlebaum,2017,Charlotte,11,31.18,0.09,136.9,0.8,17.01,22.78,11.25,Receiving
Shi Smith,2017,South Carolina,12,34.08,0.25,214.9,1.4,16.86,15.86,17.86,Receiving
Jhamon Ausbon,2017,Texas A&M,12,47.58,0.25,251.2,1.7,16.82,18.94,14.71,Receiving
Collin Johnson,2017,Texas,13,58.85,0.15,258.8,1.4,16.73,22.74,10.71,Receiving
Arkeel Newsome,2017,Connecticut,10,54.1,0.2,269.2,1.5,16.71,20.1,13.33,Receiving
Christian Blake,2017,Northern Illinois,13,34,0.31,199.9,1.9,16.66,17.01,16.32,Receiving
Brad Anderson,2017,Middle Tennessee State,9,37.56,0.33,251.1,1.8,16.65,14.96,18.33,Receiving
Brandon Fritts,2017,North Carolina,9,19.67,0.44,225.3,1.8,16.59,8.73,24.44,Receiving
Blake Mack,2017,Arkansas State,12,51.5,0.58,342.2,3.2,16.59,15.05,18.13,Receiving
